Column1,Soil_Name,MEAN_Yld_V,COUNT_Yld_,MEAN_Eleva,RANGE_Elev,Crop-Type,V.A.T(F),R.A.T(F),M.A.T(F),V.PET(inch),R.PET(inch),M.PET(inch),V.T.R(inch),R.T.R(inch),M.T.R(inch),NormalizedYield
166,"Barens-Svea Loams, 3-6 slope",24.71451429,14,1512.340643,1.9685,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.477143651
167,"Barnes-Svea Loams, 0-3 slope",27.15395,14,1512.762457,2.6247,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.524239914
168,"Barnes-Svea Loams, 0-3 slope",31.14794286,14,1512.785893,2.6247,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.601348787
169,"Barnes-Svea Loams, 0-3 slope",34.06730625,16,1511.593669,3.2808,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.657710636
170,"Barnes-Svea Loams, 0-3 slope",35.90652,15,1510.72834,2.6247,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.693218886
171,"Barnes-Svea Loams, 0-3 slope",37.18969231,13,1510.339677,2.2966,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.717992083
172,"Barnes-Svea Loams, 0-3 slope",36.97331111,9,1510.283611,1.9685,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.713814581
173,"Barnes-Svea Loams, 0-3 slope",30.14433,10,1508.92388,1.6404,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.581972825
174,"Barnes-Svea Loams, 0-3 slope",27.85380667,15,1507.62248,5.2494,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.537751496
175,"Barnes-Svea Loams, 0-3 slope",30.0721,16,1508.189794,5.5775,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.580578337
176,"Barnes-Svea Loams, 0-3 slope",31.83012,15,1508.606733,5.2494,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.614519044
177,"Barnes-Svea Loams, 0-3 slope",33.15905333,15,1508.89108,4.9212,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.640175712
178,"Barnes-Svea Loams, 0-3 slope",32.06682143,14,1509.341029,4.9212,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.619088852
179,"Barnes-Svea Loams, 0-3 slope",38.12630667,15,1510.0503,5.5774,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.736074558
180,"Barnes-Svea Loams, 0-3 slope",35.11825,16,1510.199312,4.9213,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.678000378
181,"Barnes-Svea Loams, 0-3 slope",34.21459286,14,1510.254964,5.2494,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.660554182
182,"Barnes-Svea Loams, 0-3 slope",32.90049091,11,1510.316755,4.2651,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.635183851
183,"Barnes-Svea Loams, 0-3 slope",34.69850667,15,1511.122047,3.9371,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.669896725
184,"Barnes-Svea Loams, 0-3 slope",39.2843875,16,1510.055775,4.5932,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.758432712
185,"Barnes-Svea Loams, 0-3 slope",34.35047778,18,1508.898361,4.5931,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.663177605
186,"Hamerly-Wyard Loams, 0-3 slope",37.4099,16,1509.420087,3.937,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.722243459
187,"Hamerly-Wyard Loams, 0-3 slope",30.3583,17,1509.906206,3.937,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.586103775
188,"Hamerly-Wyard Loams, 0-3 slope",31.08335,16,1509.912237,3.6089,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.600101744
189,"Barnes-Svea Loams, 0-3 slope",30.98958824,17,1510.041306,4.2651,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.598291559
190,"Barnes-Svea Loams, 0-3 slope",29.42782667,15,1510.706493,4.2651,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.568139859
191,"Svea-Cresbard Loams, 0-3 slope",28.3093625,16,1510.958,3.937,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.546546553
192,"Svea-Cresbard Loams, 0-3 slope",30.72185,12,1509.919075,3.609,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.593122548
193,"Svea-Cresbard Loams, 0-3 slope",27.16927368,19,1509.671568,3.937,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.524535757
194,"Svea-Cresbard Loams, 0-3 slope",31.99243889,18,1509.827933,3.937,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.617652807
195,"Svea-Cresbard Loams, 0-3 slope",32.32415625,16,1510.424863,4.2651,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.624057012
196,"Svea-Cresbard Loams, 0-3 slope",32.85638125,16,1510.79395,3.6089,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.634332261
197,"Svea-Cresbard Loams, 0-3 slope",29.63343684,19,1509.188074,4.2651,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.572109413
198,"Svea-Cresbard Loams, 0-3 slope",28.66938235,17,1509.867606,5.2493,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.553497173
199,"Svea-Cresbard Loams, 0-3 slope",30.366,17,1510.620271,2.9527,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.586252433
200,"Svea-Cresbard Loams, 0-3 slope",31.02246364,11,1509.750045,3.937,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.598926259
201,"Svea-Cresbard Loams, 0-3 slope",30.70496,10,1509.97376,4.5932,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.592796466
202,"Svea-Cresbard Loams, 0-3 slope",26.24306667,12,1509.8644,3.2808,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.506654208
203,"Svea-Cresbard Loams, 0-3 slope",16.654175,8,1508.33335,0.9843,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.321529033
207,"La Prairie-Fluvaquents, Channeled Complex, 0-2",28.7449,15,1490.605873,3.2809,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.554955132
208,"Hamerly-Wyard Loams, 0-3 slope",21.28192143,14,1494.389729,2.6247,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.410873286
209,"Hamerly-Wyard Loams, 0-3 slope",20.21334286,14,1493.475807,2.2965,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.390243082
210,"Hamerly-Wyard Loams, 0-3 slope",20.69822222,9,1494.499122,1.6404,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.399604266
211,"Hamerly-Wyard Loams, 0-3 slope",21.94536,10,1496.29266,1.9685,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.423681772
212,"Hamerly-Wyard Loams, 0-3 slope",22.98646154,13,1497.519192,2.2966,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.443781499
213,"Hamerly-Wyard Loams, 0-3 slope",23.16350667,15,1499.901573,3.937,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.44719957
214,"Fordville-Renshaw Loams, 02 slope",21.96078571,14,1502.2872,2.2966,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.423979584
215,"Fordville-Renshaw Loams, 02 slope",21.59641333,15,1502.96368,3.2809,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.416944934
216,"Fordville-Renshaw Loams, 02 slope",24.26199333,15,1503.42302,2.9528,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.468407186
217,"Fordville-Renshaw Loams, 02 slope",24.1031,14,1504.349464,2.6246,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.465339558
218,"Barnes-Svea Loams, 0-3 slope",24.37786111,18,1505.909167,2.6247,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.470644154
219,"Buse-Barnes-Darnen Loams, 3-9 slope",27.08217647,17,1507.9763,2.6246,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.522854239
220,"Buse-Barnes-Darnen Loams, 3-9 slope",20.21306667,9,1509.663889,1.3123,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.39023775
221,"Buse-Barnes-Darnen Loams, 3-9 slope",22.64895455,11,1507.751736,2.6246,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.437265517
222,"Barnes-Svea Loams, 0-3 slope",27.33925833,12,1505.4626,1.6404,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.527817516
223,"Barnes-Svea Loams, 0-3 slope",28.58140625,16,1503.781162,1.6405,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.551798687
224,"Barnes-Svea Loams, 0-3 slope",31.2715,17,1501.974288,2.2966,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.603734208
225,"Barnes-Svea Loams, 0-3 slope",28.44624,15,1500.973327,1.6404,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.549189139
226,"Barnes-Svea Loams, 0-3 slope",28.84625882,17,1500.835653,1.3123,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.556911987
227,"Barnes-Svea Loams, 0-3 slope",27.88106,15,1497.954927,3.2809,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.538277654
228,"Barnes-Svea Loams, 0-3 slope",24.78598421,19,1496.807216,1.3123,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.478523465
229,"Barens-Svea Loams, 3-6 slope",20.88278889,18,1496.084878,2.2966,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.403167549
230,"Barens-Svea Loams, 3-6 slope",29.93004286,14,1498.701736,4.5932,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.577835752
231,"Barens-Svea Loams, 3-6 slope",27.3685,14,1502.849636,8.2021,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.528382062
232,"Barens-Svea Loams, 3-6 slope",24.46751429,14,1508.802021,2.9528,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.472375017
233,"Barens-Svea Loams, 3-6 slope",26.68590714,14,1509.950307,2.6246,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.51520378
234,"Barens-Svea Loams, 3-6 slope",29.97776923,13,1509.910654,2.6246,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.578757167
235,"Barens-Svea Loams, 3-6 slope",37.1299875,16,1509.481625,1.6404,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.716839409
236,"Barnes-Svea Loams, 0-3 slope",31.79619286,14,1510.114364,1.6405,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.613864039
237,"Barnes-Svea Loams, 0-3 slope",31.79960909,11,1510.107973,1.3124,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.613929994
238,"Barnes-Svea Loams, 0-3 slope",32.20827778,9,1509.044178,0.6561,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.621819838
239,"Barnes-Svea Loams, 0-3 slope",37.70143636,11,1509.093882,0.9842,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.727871922
240,"Barnes-Svea Loams, 0-3 slope",32.290625,16,1509.153538,1.6404,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.623409651
241,"Barnes-Svea Loams, 0-3 slope",29.68979444,18,1506.073206,4.9213,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.573197465
242,"Barnes-Svea Loams, 0-3 slope",34.8292,17,1508.227194,5.9055,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.672419918
243,"Barnes-Svea Loams, 0-3 slope",30.82327857,14,1509.551907,0.9843,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.59508075
244,"Barnes-Svea Loams, 0-3 slope",33.36799333,15,1509.656587,0.9843,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.644209552
245,"Barnes-Svea Loams, 0-3 slope",34.5132375,16,1510.096787,0.9843,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.666319879
246,"Barnes-Svea Loams, 0-3 slope",31.15923333,15,1510.159673,0.6562,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.601566763
247,"Barnes-Svea Loams, 0-3 slope",31.44024,10,1510.43309,0.6562,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.606991938
248,"Barnes-Svea Loams, 0-3 slope",35.23550909,11,1510.883445,0.6561,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.680264207
249,"Barnes-Svea Loams, 0-3 slope",36.51833,10,1511.94225,1.6405,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.70503062
250,"Barnes-Svea Loams, 0-3 slope",33.54192,15,1513.243667,1.6404,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.647567417
251,"Barnes-Svea Loams, 0-3 slope",33.72942857,14,1513.91075,0.9843,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.651187498
252,"Barnes-Svea Loams, 0-3 slope",41.45401176,17,1512.588788,1.9685,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.800319938
253,"Barnes-Svea Loams, 0-3 slope",41.07364286,14,1511.801636,0.9843,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.792976455
254,"Barnes-Svea Loams, 0-3 slope",41.75250667,15,1512.346907,0.6562,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.806082744
255,"Barnes-Svea Loams, 0-3 slope",35.96755714,14,1513.442086,2.2966,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.694397282
256,"Barnes-Svea Loams, 0-3 slope",31.57945714,14,1513.7233,2.2966,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.609679693
257,"Barnes-Svea Loams, 0-3 slope",29.91514,10,1513.09057,0.6561,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.577548034
258,"Barnes-Svea Loams, 0-3 slope",28.06028889,9,1513.418644,0.9842,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.541737885
259,"Barnes-Svea Loams, 0-3 slope",29.34539,10,1513.77952,1.3123,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.56654832
260,"Svea-Cresbard Loams, 0-3 slope",31.8061,15,1514.227913,1.6405,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.614055308
261,"Svea-Cresbard Loams, 0-3 slope",33.24241538,13,1514.503854,1.3124,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.641785118
262,"Svea-Cresbard Loams, 0-3 slope",28.345675,16,1514.320875,1.3124,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.54724761
263,"Svea-Cresbard Loams, 0-3 slope",29.38165385,13,1514.327185,1.3124,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.567248437
264,"Svea-Cresbard Loams, 0-3 slope",31.92506667,15,1514.227913,0.9843,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.616352104
265,"Svea-Cresbard Loams, 0-3 slope",33.73372667,15,1514.33728,1.3124,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.651270477
266,"Svea-Cresbard Loams, 0-3 slope",25.50744615,13,1514.857177,0.9842,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.492452162
267,"Svea-Cresbard Loams, 0-3 slope",23.86786667,6,1511.395417,0.3281,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.460798093
270,"Svea-Cresbard Loams, 0-3 slope",13.3617,1,1510.1378,0,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.257963812
275,"Hamerly-Wyard Loams, 0-3 slope",32.48020833,12,1490.78085,3.609,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.627069787
276,"Hamerly-Wyard Loams, 0-3 slope",21.74638125,16,1494.861381,2.6247,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.419840246
277,"Hamerly-Wyard Loams, 0-3 slope",20.84799,10,1494.55381,2.6247,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.402495714
278,"Hamerly-Wyard Loams, 0-3 slope",22.19854,15,1496.489507,3.2809,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.428569719
279,"Hamerly-Wyard Loams, 0-3 slope",23.3139,15,1498.742347,1.9685,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.450103095
280,"Hamerly-Wyard Loams, 0-3 slope",28.8754125,16,1499.167475,0.9842,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.557474834
281,"Hamerly-Wyard Loams, 0-3 slope",30.42335,16,1500.295275,1.6404,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.587359644
282,"Hamerly-Wyard Loams, 0-3 slope",26.31790667,15,1502.548107,2.6247,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.508099085
283,"Fordville-Renshaw Loams, 02 slope",24.03256429,14,1504.841593,1.6404,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.46397778
284,"Fordville-Renshaw Loams, 02 slope",25.24695333,15,1505.347753,0.6561,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.487423033
285,"Barnes-Svea Loams, 0-3 slope",28.59488182,11,1505.634082,0.3281,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.55205885
286,"Barnes-Svea Loams, 0-3 slope",26.19495556,9,1506.346622,0.9843,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.505725364
287,"Barnes-Svea Loams, 0-3 slope",25.02863636,11,1507.185045,1.3123,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.483208159
288,"Barnes-Svea Loams, 0-3 slope",29.50675714,14,1507.114736,2.6247,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.569663708
289,"Barnes-Svea Loams, 0-3 slope",29.30374667,15,1505.78522,3.2808,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.565744345
290,"Barnes-Svea Loams, 0-3 slope",29.71749333,15,1504.166667,2.6247,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.573732225
291,"Barnes-Svea Loams, 0-3 slope",25.93276,15,1502.59186,2.6247,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.500663361
292,"Barnes-Svea Loams, 0-3 slope",28.73516,15,1500.951447,1.6404,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.55476709
293,"Barnes-Svea Loams, 0-3 slope",27.43921875,16,1500.13125,0.6562,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.529747373
294,"Barnes-Svea Loams, 0-3 slope",28.64474286,14,1500.740529,2.2966,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.553021477
295,"Barnes-Svea Loams, 0-3 slope",31.85894118,17,1499.484718,3.6089,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.615075471
296,"Svea-Cresbard Loams, 0-3 slope",26.31326111,18,1497.050878,0.6561,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.508009397
297,"Barens-Svea Loams, 3-6 slope",22.7504,20,1496.55512,1.6404,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.439224045
298,"Barens-Svea Loams, 3-6 slope",22.98286667,15,1496.139547,2.9528,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.443712095
299,"Barens-Svea Loams, 3-6 slope",30.60530769,13,1499.664354,2.6246,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.590872558
300,"Barens-Svea Loams, 3-6 slope",29.86826429,14,1502.216914,4.2651,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.576643041
301,"Barens-Svea Loams, 3-6 slope",28.18537857,14,1505.333707,1.3123,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.544152893
302,"Barens-Svea Loams, 3-6 slope",35.50406154,13,1505.923177,0.6562,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.685448938
303,"Barens-Svea Loams, 3-6 slope",32.8104,9,1506.127889,1.3124,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.633444537
304,"Barens-Svea Loams, 3-6 slope",33.55674444,9,1506.784056,1.6404,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.647853621
305,"Barnes-Svea Loams, 0-3 slope",35.76062308,13,1507.715023,3.6089,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.690402169
306,"Barnes-Svea Loams, 0-3 slope",40.35764,15,1507.07568,3.937,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.779153152
307,"Barnes-Svea Loams, 0-3 slope",40.68171333,15,1507.11944,3.2809,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.785409781
308,"Barnes-Svea Loams, 0-3 slope",35.69552857,14,1505.943029,4.5932,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.689145441
309,"Barnes-Svea Loams, 0-3 slope",29.66271333,15,1505.479007,3.6089,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.572674631
310,"Barnes-Svea Loams, 0-3 slope",32.95540714,14,1507.020993,3.6089,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.636244076
311,"Barnes-Svea Loams, 0-3 slope",36.15615333,15,1508.103693,2.9527,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.69803836
312,"Barnes-Svea Loams, 0-3 slope",36.94833333,12,1508.223983,2.6246,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.713332355
313,"Barnes-Svea Loams, 0-3 slope",33.2137,9,1507.987033,2.9527,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.641230732
314,"Barnes-Svea Loams, 0-3 slope",29.293,10,1508.03806,2.9527,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.565536867
315,"Barnes-Svea Loams, 0-3 slope",30.00979333,15,1508.869207,3.2808,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.579375431
316,"Barnes-Svea Loams, 0-3 slope",34.17067333,15,1509.525373,3.937,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.659706262
317,"Barnes-Svea Loams, 0-3 slope",33.35010667,15,1510.312767,4.5932,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.643864228
318,"Barnes-Svea Loams, 0-3 slope",31.00868824,17,1511.488735,4.5932,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.598660308
319,"Barnes-Svea Loams, 0-3 slope",27.8465,14,1512.598414,4.5932,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.537610432
320,"Barnes-Svea Loams, 0-3 slope",35.8104,18,1511.286083,3.9371,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.691363173
321,"Barnes-Svea Loams, 0-3 slope",41.06996667,12,1511.887583,3.609,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.792905482
322,"Barnes-Svea Loams, 0-3 slope",40.7041,9,1513.054111,1.3123,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.785841983
323,"Barnes-Svea Loams, 0-3 slope",31.22403,10,1514.33728,2.2965,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.602817742
324,"Barnes-Svea Loams, 0-3 slope",30.69901818,11,1514.492364,2.2966,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.592681752
325,"Barnes-Svea Loams, 0-3 slope",38.56485,14,1513.3952,1.6404,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.744541169
326,"Barnes-Svea Loams, 0-3 slope",39.03237857,14,1513.301457,0.9842,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.753567374
327,"Barnes-Svea Loams, 0-3 slope",37.81219333,15,1513.637347,0.9842,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.730010219
328,"Svea-Cresbard Loams, 0-3 slope",28.73835714,14,1513.887314,0.6562,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.554828815
329,"Svea-Cresbard Loams, 0-3 slope",30.31039231,13,1513.999085,0.9843,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.585178859
330,"Svea-Cresbard Loams, 0-3 slope",31.35746667,15,1514.315393,1.6404,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.605393898
331,"Svea-Cresbard Loams, 0-3 slope",31.10329167,12,1514.566925,1.6404,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.600486742
332,"Svea-Cresbard Loams, 0-3 slope",33.74953,10,1514.46852,0.3281,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.65157558
333,"Svea-Cresbard Loams, 0-3 slope",32.97281111,9,1514.913278,0.3281,Pinto Maverick,63,67,64,12.61,7.7,4.37,1.81,0.64,0.37,0.63658008
